category,headline,authors,link,short_description,date
HEALTHY LIVING,How One Gym Is Helping People Get In Touch With Their Feelings,,https://www.huffingtonpost.comhttp://live.huffingtonpost.com/r/archive/segment/54aad974fe34449ecc000427,,2015-01-05
HEALTHY LIVING,"Introducing Sophia, a Project to Collect Life Lessons from Fascinating People","Nico Pitney, ContributorSenior Editor, The Huffington Post",https://www.huffingtonpost.com/entry/life-lessons-sophia-project_b_6414804.html,"Think of someone you admire -- a talented artist or scientist, entrepreneur or adventurer. Do you know what their great regret in life is? What advice would they share about parenting, or aging, or finding fulfillment? What book has had the greatest impact on their life? Chances are you don't know. Which is why we've created Sophia.",2015-01-05
HEALTHY LIVING,The Positive Benefits Of Roadblocks,"James Clear, ContributorEntrepreneur, weightlifter, and travel photographer at http://...",https://www.huffingtonpost.com/entry/how-constraints-make-you-_b_6303928.html,"It is common to complain about the constraints in our lives: too little time, not enough money, too small of a network, barely enough resources. Certainly, some of these constraints do hold us back. However, there is also a positive side.",2015-01-04
HEALTHY LIVING,Yoga Poses For Better Sleep,"Yoga Journal, ContributorLeading authority on yoga and the yoga lifestyle for 40 years",https://www.huffingtonpost.com/entry/sleepbetter-yoga-two-fit-_b_6342392.html,"A long day can leave your legs sore, your back achy, your neck stiff, and your mind racing. What's the solution? Yoga, of course! The perfect p.m. practice not only helps melt the stress of the day but sets you up for a restful night's sleep.",2015-01-04
HEALTHY LIVING,The Advice Trainers Actually Follow Themselves,"Chris Freytag, ContributorNational fitness expert, speaker, contributor to Prevention ma...",https://www.huffingtonpost.com/entry/fitness-trainer-tricks-to_b_6393522.html,"People ask what I do when the munchies strike, how often I work out, and if I ever indulge in adult beverages! The answer is YES, I do, but I live by the 80/20 rule. Here are some of the things I do regularly to stay fit.",2015-01-04
HEALTHY LIVING,14 Modern Fitness Myths -- Busted,,https://www.huffingtonpost.comhttp://www.outsideonline.com/fitness/The-14-Biggest-Fitness-Myths.html,,2015-01-04
HEALTHY LIVING,5 Yoga Poses That Train You For Winter Sports,"Yoga Journal, ContributorLeading authority on yoga and the yoga lifestyle for 40 years",https://www.huffingtonpost.com/entry/5-yoga-poses-for-enduranc_b_6369278.html,Use this practice as a warm-up or cross-training sequence to lengthen and strengthen your body for skiing and snowshoeing.,2015-01-03
HEALTHY LIVING,How Love Lifts Us Over the Hurdles of Life,"Alexia Parks, ContributorAlexia Parks is a United Nations Mentor, a Professor, and a wo...",https://www.huffingtonpost.com/entry/how-love-lifts-us-over-the-hurdles-of-life_b_6404102.html,"These ""teachable"" moments that some might view as setbacks are also one way that life reminds us to slow down and take a deeper breath, to pace ourselves. Renewed, we stand up once again. Once again, we speak up about things that matter most in life to us.",2015-01-03
HEALTHY LIVING,5 Signs You Seriously Need More Sleep,,https://www.huffingtonpost.com/entry/you-need-more-sleep_n_6396968.html,,2015-01-03
HEALTHY LIVING,5 Movies to Jumpstart Your End-of-Life Conversations,"Karen M. Wyatt, M.D., ContributorAuthor, 'What Really Matters: 7 Lessons for Living from the St...",https://www.huffingtonpost.com/entry/5-movies-to-jumpstart-you_b_6407954.html,"Once we figure out how we feel about our own death and dying, the next step we must take -- initiating the conversation with our loved ones -- is often the most difficult step to complete.",2015-01-03
HEALTHY LIVING,A Diet For Food Lovers,,https://www.huffingtonpost.comhttp://www.bonappetit.com/the-food-lovers-cleanse/article/food-lovers-cleanse-guidelines,,2015-01-03
HEALTHY LIVING,Respect,"William B. Bradshaw, ContributorAuthor",https://www.huffingtonpost.com/entry/respect_b_6409872.html,In 2015 one of my primary wishes is that all of us will concentrate on treating other people with respect. I have just scratched the surface; I encourage you to give this entire matter some very deep consideration.,2015-01-03
HEALTHY LIVING,10 Ways to Give Your 'Resolutions' a Fighting Chance for Success,"Lamisha Serf-Walls, ContributorLife Coach, Writer, Connector & lover of life, helping women a...",https://www.huffingtonpost.com/entry/10-ways-to-give-your-reso_b_6392040.html,Gratitude is an amazing tool that can turn any situation around.  Be grateful for all that you experience (the ups and the downs) and every one you meet along your path.  Make gratitude part of your daily practice and watch as all of your intentions (and even things you hadn't quite thought about) come true quickly making way for more expansion and growth.,2015-01-03
HEALTHY LIVING,Seeking Swifter Action In E-Cigarette Regulation,"Ruth Macklin, ContributorProfessor of epidemiology & population health, Albert Eins...",https://www.huffingtonpost.com/entry/seeking-swifter-action-in_b_6396958.html,"The wheels of bureaucracy grind slowly in Washington, but we can only hope that the FDA can meet this new challenge with timely action to regulate the importation of e-cigarettes containing ingredients that are known health hazards.",2015-01-03
HEALTHY LIVING,Resolving to Be Kind: 10 Resolutions for 2015,"Kindness Blog, ContributorBecause Kindness Changes Everything...",https://www.huffingtonpost.com/entry/resolving-to-be-kind-10-resolutions-for-2015_b_6405916.html,"I decided to focus on intentionally being kind to myself and to others to make it a daily practice and a way of living and being, not just a lofty concept. So I present to you these 10 resolutions for 2015:",2015-01-03
HEALTHY LIVING,Stress-Eating Doesn't Actually Taste That Great,Leigh Weingus,https://www.huffingtonpost.com/entry/stress-eating_n_6410716.html,,2015-01-03
HEALTHY LIVING,5 Life Lessons We Can Learn From Thank You Notes,"Nell Minow, ContributorMovie critic, corporate governance analyst",https://www.huffingtonpost.com/entry/thank-you-notes-the-five-_b_6382182.html,"This is one communication that can only be done old school -- no emails or texts.  It has to be on paper, in an envelope, and mailed.  The experience of writing a thank you note does as much for the sender as the receiver.",2015-01-03
HEALTHY LIVING,Deceptively Simple Resolutions That Actually Work,"Megan McDonough, ContributorCEO, Wholebeing Institute",https://www.huffingtonpost.com/entry/deceptively-simple-resolu_b_6406918.html,"There's always a tension between how life is and how you want it to be -- that's where those New Year's resolutions come in, and that's why they fail. When you pick a goal or an intention for the year, your current habits and ways of living push back. Embedded structures get in the way of the new stuff you're trying to make room for.",2015-01-02
HEALTHY LIVING,The Weird Reason Some People Are Allergic To Fruits And Veggies,,https://www.huffingtonpost.com/entry/fruit-allergies-vegetables_n_6406984.html,,2015-01-02
HEALTHY LIVING,How To Become A Morning Person,"Rachel Rofe, ContributorHave 40+ books, a podcast, 30 info products, teach how to make...",https://www.huffingtonpost.com/entry/how-to-become-a-morning-p_b_6200682.html,"Most of us would love to be morning people. We've heard about the benefits of waking up early time and time again. But it's easier said than done, and good intentions alone don't go very far. You need actionable, can-do strategies to make lasting change.",2015-01-01
HEALTHY LIVING,It's Normal To Be Terrible At Keeping New Year's Resolutions,Meredith Melnick,https://www.huffingtonpost.com/entry/bad-new-years-resolutions_n_6401180.html,,2015-01-01
HEALTHY LIVING,Most Cancer Cases Are Biological 'Bad Luck',,https://www.huffingtonpost.com/entry/biological-bad-luck-cancer_n_6404184.html,,2015-01-01
HEALTHY LIVING,10 Conversations Every Couple Should Have In The New Year,"Samantha Rodman PhD, ContributorDrPsychMom.com, Clinical Psychologist, Author",https://www.huffingtonpost.com/entry/ten-conversations-every-c_b_6377412.html,"I believe that there are 10 conversations that every couple needs to have on a regular basis in order to keep their emotional connection alive. They can help you realize what areas of their relationship may need to be worked on, whether this is done with more conversation or even with a couples counselor.",2015-01-01
HEALTHY LIVING,"10 Workout Songs So Good, We're Bringing Them Into 2015","Chris Lawhorn, ContributorDJ, RunHundred.com",https://www.huffingtonpost.com/entry/the-top-10-workout-songs-_3_b_6393070.html,"With few exceptions, workout songs can be distinguished by two main attributes: popularity and speed. If a song has cracked the Top 40 chart and has a tempo above 125 beats per minute (BPM), there's a good chance you'll hear it in the gym.",2015-01-01
HEALTHY LIVING,Try Reframing 2015 Fitness Resolutions to Make Them Stick,"Jennifer Hellickson, ContributorFounder of Pulse Creative, health and fitness blogger, ultrama...",https://www.huffingtonpost.com/entry/try-reframing-2015s-fitne_b_6393334.html,"Once the clock strikes midnight on December 31, the real countdown begins: We've got 365 days to make small changes that lead to big results, so now's the time to make a game plan that will stack the resolution odds in your favor!",2014-12-31
HEALTHY LIVING,Out With New Year's Resolutions In With Happiness,"Melissa Garvey, ContributorGrateful survivor, positive leader, writer, editor, high-fiver...",https://www.huffingtonpost.com/entry/out-with-new-years-resolu_b_6391264.html,"When you take a minute to simply look within yourself, you will more often than not make the right choice for your health. And you won't have to limit yourself to these stupid, harsh rules that don't really hold anyway. Lose the resolution and resolve to choose happiness.",2014-12-31
HEALTHY LIVING,"Book Review: The Roll Model, a Step-by-Step Guide to Erase Pain, Improve Mobility, and Live Better in Your Body","Eden G. Fromberg, DO, ContributorHolistic obstetrician/gynecologist at Dr. Eden Fromberg",https://www.huffingtonpost.com/entry/book-review-the-roll-mode_b_6396692.html,,2014-12-31
HEALTHY LIVING,"Happy New Year, Here I Come...","Helen Shair-Singh, ContributorWriter, artist, seeker",https://www.huffingtonpost.com/entry/happy-new-year-here-i-com_b_6396342.html,,2014-12-31
HEALTHY LIVING,The Major Reason New Year's Resolutions Fail,Carolyn Gregoire,https://www.huffingtonpost.com/entry/new-years-resolutions_n_6396324.html,,2014-12-31
HEALTHY LIVING,DIY Tools for a Successful New Year's Resolution,"Dr. Tim Cavell, ContributorHusband, father, mentor, professor, clinical psychologist, & a...",https://www.huffingtonpost.com/entry/diy-tools-for-a-successful-new-years-resolution_b_6396850.html,,2014-12-31
HEALTHY LIVING,Why I Am NOT Sorry,"Alba Brunetti, ContributorWriter and coach who lives in Istanbul",https://www.huffingtonpost.com/entry/why-i-am-not-sorry_b_6395918.html,"Saying ""I'm sorry"" repeatedly put me in a position of constantly being in the wrong. This had a profound impact on me as I was doing nothing that warranted an apology.",2014-12-31
HEALTHY LIVING,Finding the Gift in My Negative Thinking,"Denise Simone, ContributorLife Coach and Intuitive Counselor",https://www.huffingtonpost.com/entry/finding-the-gift-in-my-ne_b_6395874.html,,2014-12-31
HEALTHY LIVING,The Gift of Life,"Ashley Ballou-Bonnema, ContributorMusician, teacher, writer, and founder of of the nonprofit Bre...",https://www.huffingtonpost.com/entry/the-gift-of-life_b_6401480.html,"I have received the most beautiful of gifts.  This gift cannot fit in a box, nor can it merely be purchased: It is one of a kind and irreplaceable.  What is this magnificent gift? My life.",2014-12-31
HEALTHY LIVING,"F You, 2015","Kait Hanson, ContributorHawaii Writer & Blogger",https://www.huffingtonpost.com/entry/f-you-2015_b_6401470.html,"Finding focus can sometimes be a struggle for me. If you haven't noticed, I have a lot of things I want to do going on all at once. In 2015, I vow to take each individual task and work hard to complete it before jumping into the next thing. Do I vow to take on less? Absolutely not.",2014-12-31
HEALTHY LIVING,Here's How Bendy Your Body Actually Gets During Yoga Class,Leigh Weingus,https://www.huffingtonpost.com/entry/x-ray-yoga_n_6401494.html,,2014-12-31
HEALTHY LIVING,Messages in a Bottle: Listening to an Old Answering Machine,"Andrew Lam, ContributorAuthor and editor, New America Media",https://www.huffingtonpost.com/entry/messages-in-a-bottle-list_b_6401678.html,"I found, among many other things long forgotten, an answering machine in a box that held memorabelias from my college years at UC Berkeley. I tinkered with it, and after few false starts, it worked. So I listened. Muffled voices of long ago came echoing through.",2014-12-31
HEALTHY LIVING,Ditching Resolution and Going for Happy: An Intentional Practice of Simple Delight,"Suzanne Bigelow, ContributorProfessional mindfulness consultant and partnter with the Iosi...",https://www.huffingtonpost.com/entry/ditching-resolution-and-g_b_6401682.html,"The intention over resolution approach gave me mindful focus over the long haul, with enough wiggle room to feel like a playfully curious explorer along the way.",2014-12-31
HEALTHY LIVING,30 Questions to Help You Reflect and Get Excited for 2015,"Mo Seetubtim, Contributor Entrepreneur & Writer // Founder of The Happiness Planner, a ...",https://www.huffingtonpost.com/entry/30-questions-to-help-you-_b_6399144.html,"By reflecting on moments that happened in your life, externally and internally, you get deep into your subconscious and reassess whether your goals are in line with your priorities and values.",2014-12-31
HEALTHY LIVING,Your Truest Friend Resides Inside Your Own Heart,"Nancy Colier, ContributorPsychotherapist, interfaith minister, author and public speaker",https://www.huffingtonpost.com/entry/your-truest-friend-reside_b_6396984.html,,2014-12-31
HEALTHY LIVING,"Healthy Living Comics: Today, What Does Anyone Really Know About Medical Care?","Larry Paros, ContributorWriter, educator, lecturer, filmmaker",https://www.huffingtonpost.com/entry/healthy-living-comics-tod_b_6323182.html,,2014-12-30
HEALTHY LIVING,5-Year Journey: One Blog,"Bechara Choucair, M.D., ContributorCommissioner, Chicago Department of Public Health",https://www.huffingtonpost.com/entry/5-year-journey-one-blog_b_6320884.html,"While it is critical that we reduce the number of tobacco users in Chicago, addressing this challenge alone will only get us so far. It is just as important to encourage all residents to adopt healthier lifestyles across the board.",2014-12-30
HEALTHY LIVING,The Surprising Reason We Make New Year's Resolutions,Anna Almendrala,https://www.huffingtonpost.com/entry/new-years-resolution-weight-loss_n_6350210.html,,2014-12-30
HEALTHY LIVING,5 Easy Ways To Take More Steps Today,,https://www.huffingtonpost.com/entry/take-more-steps_n_6354730.html,,2014-12-30
HEALTHY LIVING,5 Facts About Life I've Realized This Year,"Mo Seetubtim, Contributor Entrepreneur & Writer // Founder of The Happiness Planner, a ...",https://www.huffingtonpost.com/entry/5-facts-about-life-ive-realized-this-year_b_6354646.html,There have been some major changes in my life -- both in terms of self-development as well as changes that happen in the lives of those close to me. Here are the facts I've realized about life and I'd like to share them with you.,2014-12-30
HEALTHY LIVING,How to Slow Aging Now: What Your Doctor Won't Tell You,"Paul Spector, M.D., ContributorFounder, Pantheon; Certified health and fitness specialist",https://www.huffingtonpost.com/entry/a-real-antiaging-treatmen_b_6340260.html,,2014-12-30
HEALTHY LIVING,"How a New Year's Resolution Empowered Me to Become Fitter, Stronger and Faster","Carmen Cusido, ContributorWriter, professor, traveler",https://www.huffingtonpost.com/entry/how-this-years-fitness-ne_b_6382800.html,"I may not have the sick-pack abs yet, but I finally have confidence in my body and a desire to continue with my fitness goals.",2014-12-30
HEALTHY LIVING,28 Years to Figure Out Life,"Garrett Paknis, ContributorWriter. Spiritual coach and healer. Creator of www.justenlight...",https://www.huffingtonpost.com/entry/why-it-took-me-28-years-t_b_6378420.html,"So many of us are searching for external validation when everything that we need is within.  We are like hidden treasure chests full of exotic gems waiting to be discovered and when we find the key to unlock this chest, we will be able to awaken to our deepest potential.",2014-12-30
HEALTHY LIVING,How to Get Researchers to Notice an Ultra-Rare Disease,"Idelle Davidson, ContributorCo-author, 'Your Brain After Chemo: A Practical Guide to Lifti...",https://www.huffingtonpost.com/entry/the-ultrarare-erdheimches_b_6368690.html,"It doesn't help that Erdheim-Chester is notoriously difficult to diagnose and therefore, say researchers, most likely under- or mis-diagnosed. Only when there's a mass or lesion to study will pathologists look for identifying markers on cells -- if they even suspect ECD.",2014-12-30
HEALTHY LIVING,Genetic Testing for Cancer,"Lisa Marie Wilson, ContributorWriter, actress, producer",https://www.huffingtonpost.com/entry/genetic-testing-for-cance_b_6392690.html,"When I decided to have the test done, I figured I would carry something since I had already had cancer myself. I was pretty surprised that I didn't test positive. The associate said that they can't test for everything, so it's not like I'm in the clear by any stretch of the hopeful imagination.",2014-12-30
HEALTHY LIVING,The Guesthouse,"Kelsey Flanigan, ContributorAn actor with a passion for writing, a lover of life whose cur...",https://www.huffingtonpost.com/entry/the-guesthouse_b_6392496.html,"But, overall this year has taken me on a journey that has changed my life, and I think that is spectacular. Obviously f*** cancer, but f*** yes to what I've learned, who I've met and where I'm going.",2014-12-30
HEALTHY LIVING,"Slow Medicine Sees the Body as a Plant, Not a Machine","Michael Finkelstein, MD, ContributorThe Slow Medicine Doctor",https://www.huffingtonpost.com/entry/slow-medicine-sees-the-bo_b_6392410.html,,2014-12-30
HEALTHY LIVING,10 Easy New Year's Resolutions Anyone Can Achieve,"Dougall Fraser, ContributorSpiritual life coach, TV personality and author, 'But You Knew...",https://www.huffingtonpost.com/entry/10-easy-new-years-resolut_b_6392344.html,"As we enter the new year, we are inundated with thoughts about things we want to achieve in the next year. Often we set our sights so high that by mid-January we have given up.  But that's no reason to stop trying! Here are 10 ideas and thoughts that anyone can achieve.",2014-12-30
HEALTHY LIVING,The Last Advice You Need on New Year's Resolutions,"Steve Siebold, ContributorAuthor and expert in the field of critical thinking and mental...",https://www.huffingtonpost.com/entry/the-last-advice-you-need-_b_6395366.html,"With a little bit of planning and a lot of discipline, accomplishing your goals in the New Year can become a reality.  Imagine the immense satisfaction you'll feel at this same time next year when you can look back and look at how far you've come and all that you have accomplished.",2014-12-30
HEALTHY LIVING,Culturally-Inclusive and Trauma-Sensitive Yoga for Addiction and Recovery,"Rob Schware, ContributorExecutive Director, Give Back Yoga Foundation; President Ex-Of...",https://www.huffingtonpost.com/entry/culturally-inclusive-and-_b_6154488.html,,2014-12-29
HEALTHY LIVING,"Healthy Living Comics: Today, An All or Nothing Approach to Health","Larry Paros, ContributorWriter, educator, lecturer, filmmaker",https://www.huffingtonpost.com/entry/healthy-living-comics-tod_b_6323174.html,,2014-12-29
HEALTHY LIVING,How to Set Intentions on New Year's Eve to Guarantee a Phenomenal Year Ahead,"Lana Shlafer, Contributorwww.LanaShlafer.com",https://www.huffingtonpost.com/entry/how-to-set-intentions-on-_b_6378940.html,,2014-12-29
HEALTHY LIVING,Early Sobriety Holiday Joy? Oy,"Anna David, ContributorAuthor",https://www.huffingtonpost.com/entry/early-sobriety-holiday-jo_b_6380192.html,"I'm not going to lie: The holiday season in early sobriety was hard. But is this news? I mean, I've heard it said that alcoholism is a three-fold disease: Thanksgiving, Christmas and New Year's.",2014-12-29
HEALTHY LIVING,"Dare to Be 100: Yes, Virginia, Wherever","Walter M. Bortz II, M.D., ContributorClinical Professor of Medicine at Stanford University",https://www.huffingtonpost.com/entry/dare-to-be-100-yes-virgin_b_6378720.html,,2014-12-29
HEALTHY LIVING,"Simple, Sustainable Tips for a New You This New Year From Fitness Guru Denise Austin","Nancy Brown, ContributorCEO, American Heart Association",https://www.huffingtonpost.com/entry/tips-for-a-new-you-this-n_b_6373428.html,"Unfortunately, many of the most well-intentioned New Year's resolutions fizzle by February. They're done in by a lack of commitment or a lack of know-how. That is where Denise can help.",2014-12-29
HEALTHY LIVING,A New Feature On The Golden Gate Bridge Could Save Hundreds Of Lives A Year,Lydia O'Connor,https://www.huffingtonpost.com/entry/golden-gate-bridge-suicide-barrier-design_n_6374712.html,,2014-12-29
HEALTHY LIVING,F*ck the Rules,"Kat Loterzo, ContributorAuthor, Speaker, Entrepreneur & Professional Butt-Kicker: Help...",https://www.huffingtonpost.com/entry/fck-the-rules_b_6379114.html,,2014-12-29
HEALTHY LIVING,How I'm Surviving in Survival Mode During a Severe Depression Relapse,"Patrice Bendig, Contributorhttp://quarterlifewritings.com/",https://www.huffingtonpost.com/entry/how-im-surviving-in-survi_b_6383186.html,"Looking back, the cause of that depression was my inability to let myself take time to process major life events. Coming back from that dark place required months of work in therapy, adjusting my medications and learning how to be more honest about my feelings.",2014-12-29
HEALTHY LIVING,Unreasonable Happiness,"Edie Weinstein, ContributorSpeaker, Social Worker, Therapist, Radio Show Host",https://www.huffingtonpost.com/entry/unreasonable-happiness_b_6383498.html,,2014-12-29
HEALTHY LIVING,6 Plyometrics Exercises For A Better Workout In Less Time,Sarah Klein,https://www.huffingtonpost.com/entry/plyometrics-exercises-less-time_n_6366874.html,,2014-12-28
HEALTHY LIVING,5 Things Everyone Should Know When First Diagnosed With Cancer,"Ben Teller, Contributor3-time cancer survivor; Founder, Cuck Fancer.",https://www.huffingtonpost.com/entry/5-things-everyone-should-_b_6363912.html,"There are many reasons I highly recommend not going to the Internet for answers, but the biggest one is that everybody's experience with cancer is different.",2014-12-28
HEALTHY LIVING,15 Phrases That Will Change Your Life In 2015,Lindsay Holmes,https://www.huffingtonpost.com/entry/phrases-change-your-life_n_6372404.html,,2014-12-28
HEALTHY LIVING,3 Must-Have New Year's Resolution Strategies to Help You Reach Your Goals,"Zlata Sushchik, ContributorZlata is an award-winning fitness competitor, sports nutrition...",https://www.huffingtonpost.com/entry/3-must-have-new-years-res_b_6378930.html,,2014-12-28
HEALTHY LIVING,Can One Christmas Gift Change a Life?,"Joe Boyd, ContributorFounder, Rebel Pilgrim Creative Agency",https://www.huffingtonpost.com/entry/can-one-christmas-gift-ch_b_6378292.html,,2014-12-28
HEALTHY LIVING,Don't Get Food Poisoning! 10 Tips to Help Avoid It,"The Daily Meal, ContributorAll things food and drink",https://www.huffingtonpost.com/entry/dont-get-food-poisoning-t_b_6295412.html,"While food safety is (or should be) a concern at just about every restaurant or other establishment that serves food, sometimes things fall through the cracks, and people get sick.",2014-12-28
HEALTHY LIVING,10 New Year's Resolutions That Could Actually Change Your Life,"Samantha Rodman PhD, ContributorDrPsychMom.com, Clinical Psychologist, Author",https://www.huffingtonpost.com/entry/ten-new-years-resolutions_1_b_6350176.html,,2014-12-28
HEALTHY LIVING,Why Sleep Should Be Part Of Your Weight Loss Plan,"Mark S. Aloia, Ph.D., ContributorScientist, Clinician, and Promoter of Good Health",https://www.huffingtonpost.com/entry/is-sleep-a-part-of-your-w_b_6351448.html,"Monitor your sleep as a part of your weight-loss regimen. Examine your own relationships between amount and quality of sleep and food choices, timing, and energy levels. Give yourself the best opportunity to do well in your attempt to lose weight, and recognize that sleep should not be ignored.",2014-12-28
HEALTHY LIVING,Good News So Far For CDC Tech Possibly Exposed To Ebola,,https://www.huffingtonpost.com/entry/cdc-tech-ebola_n_6387276.html,,2014-12-28
HEALTHY LIVING,How 'Thank You' Changed My Life,"Tami Shaikh, ContributorWriter,activist, storyteller and mom",https://www.huffingtonpost.com/entry/how-thank-you-changed-myl_b_6377508.html,"""Thank you"" was a small thing to say but it had a  huge impact on my brain. Every time I said the magical words, it was like someone had erased the memories of the horrible things happening in life.",2014-12-28
HEALTHY LIVING,The Simple but Overlooked Key to Achieving Your Dreams,"Elyse Santilli, ContributorWriter and life coach at NotesOnBliss.com, your guidebook to h...",https://www.huffingtonpost.com/entry/the-simple-but-overlooked_b_6363460.html,,2014-12-28
HEALTHY LIVING,Alexandria Crow: Why You Should Teach Anatomy and Alignment in Yoga,"Yoga Journal, ContributorLeading authority on yoga and the yoga lifestyle for 40 years",https://www.huffingtonpost.com/entry/alexandria-crow-why-you-s_b_6364286.html,"Patanjali never said anything about anatomy or alignment, though. So why bother? I actually have two very specific reasons for teaching alignment and anatomy; one is practical and one is embedded within the philosophy of the Yoga Sutra.",2014-12-28
HEALTHY LIVING,Buyer Beware: Your Cereal May Contain More Sugar Than a Dessert!,"Steve Hirsch, MD, ContributorAs a Family Physician, I am passionate about preventing diseas...",https://www.huffingtonpost.com/entry/buyer-bewareyour-cereal-m_b_6366262.html,"""No fat,"" ""oat fiber,"" ""multigrain flakes,"" ""helps lower cholesterol."" Cereal boxes make all kinds of claims to get you to pick them for your health.",2014-12-28
HEALTHY LIVING,Stepping Back Into Now,"Jean-Paul Bedard, ContributorWriter ~ Speaker ~ Athlete",https://www.huffingtonpost.com/entry/stepping-back-into-now_b_6368156.html,,2014-12-28
HEALTHY LIVING,5 Tips to Reduce Holiday Stress and Enjoy the Festivities,"Dr. Tiffany D. Sanders, ContributorLicensed Psychologist, professional speaker, author and entrep...",https://www.huffingtonpost.com/entry/5-tips-to-reduce-holiday-_b_6368164.html,,2014-12-28
HEALTHY LIVING,Informed Consent in Comparative Effectiveness Research,"Ruth Macklin, ContributorProfessor of epidemiology & population health, Albert Eins...",https://www.huffingtonpost.com/entry/informed-consent-in-compa_b_6310372.html,,2014-12-28
HEALTHY LIVING,4 Ways To Get More Out Of Your Treadmill Workout,Sarah Klein,https://www.huffingtonpost.com/entry/get-more-out-of-treadmill-workout_n_6366772.html,,2014-12-27
HEALTHY LIVING,Switch Your Sleep Positions To Ease Back Pain,Sarah Klein,https://www.huffingtonpost.com/entry/sleep-positions-back-pain_n_6372222.html,,2014-12-27
HEALTHY LIVING,Why Depression Is Underreported In Men,Lindsay Holmes,https://www.huffingtonpost.com/entry/men-and-depression_n_6343952.html,,2014-12-27
HEALTHY LIVING,Can 'Sleeping On It' Really Help You Solve A Problem?,,https://www.huffingtonpost.com/entry/sleep-on-it-problem-solving_n_6377196.html,,2014-12-26
HEALTHY LIVING,55 Tips To Lose The Weight For Good,"Chris Freytag, ContributorNational fitness expert, speaker, contributor to Prevention ma...",https://www.huffingtonpost.com/entry/55-ways-to-lose-weight-fo_b_6367012.html,The secret to permanent weight loss can be found in your daily decisions. It's about switching from diets and quick fix solutions to permanent lifestyle change.,2014-12-26
HEALTHY LIVING,8 Science-Backed Reasons To Turn Off Your Cell Phone This Christmas,Alena Hall,https://www.huffingtonpost.com/entry/unplug-during-holidays_n_6317990.html,,2014-12-25
HEALTHY LIVING,23 Incredible Benefits Of Getting More Sleep,,https://www.huffingtonpost.com/entry/sleep-benefits_n_6368954.html,,2014-12-25
HEALTHY LIVING,The Gift Is Giving,"Paula Gordon, ContributorProducer and Host, 'The Paula Gordon Show'",https://www.huffingtonpost.com/entry/the-gift-is-giving_b_6380510.html,"The only thing ""new"" in this personal litany is to see it illumined by the emotionally hollow, worldly ""new"" that I witnessed on a long ago airplane ride. What is not new is how deeply satisfying I find my own treasures.",2014-12-25
HEALTHY LIVING,Blood Donation Ban Is Only The First Barrier To Medical Equality For Gay Men,Anna Almendrala,https://www.huffingtonpost.com/entry/gay-men-organ-donors_n_6378658.html,,2014-12-25
HEALTHY LIVING,Why Having a Happy Vegan Holiday Matters,"Dylan Kendall, ContributorDesigner of social ideas and social objects www.dylankendall.com",https://www.huffingtonpost.com/entry/why-having-a-happy-vegan-_b_6304886.html,"Using the word ""vegan"" doesn't mean pulling out your Grateful Dead shirt from decades ago or growing your own soybeans. Using the word vegan means considering your food and your lifestyle options and looking for the kindest choices.",2014-12-25
HEALTHY LIVING,How To Stop Feeling Overwhelmed (For Good),"Sura, ContributorMeditation Coach, SuraCenter.com",https://www.huffingtonpost.com/entry/how-to-let-go-of-overwhel_b_6343406.html,Being overwhelmed is not a fact -- it's a state of consciousness that limits your freedom and happiness. It requires a shift in perspective. Bring yourself back to the present moment.  Remember that you have a choice about the way you want to feel.,2014-12-25
HEALTHY LIVING,10 Superfoods Healthier Than Kale,"David Zinczenko, ContributorThe New York Times best-selling author of Eat It to Beat It!, ...",https://www.huffingtonpost.com/entry/10-superfoods-healthier-t_b_6213842.html,"In a recent report published by the Centers for Disease Control that ranked 47 ""powerhouse fruits and vegetables,"" kale placed only 15th (with 49.07 points out of 100 for nutrient density)! Here's a roundup of the 10 leafy green cousins that researchers say pack a greater nutritional wallop.",2014-12-25
HEALTHY LIVING,"Healthy Living Comics: Today, Time for Your Annual Physical? First Check Out Your Doctor","Larry Paros, ContributorWriter, educator, lecturer, filmmaker",https://www.huffingtonpost.com/entry/healthy-living-comics-tod_b_6323168.html,,2014-12-24
HEALTHY LIVING,Learning Resilience From a Master,"Samantha Boardman MD, ContributorPsychiatrist, Writer and Blogger www.PositivePrescription.com",https://www.huffingtonpost.com/entry/learning-resilience-from-a-master_b_6329914.html,"Matisse embodies what people refer to today as resilience. With passion and perseverance, he navigated his way through this challenging period and found beauty in the darkness.",2014-12-24
HEALTHY LIVING,All That Texting Is Your Changing Your Brain,Sarah Klein,https://www.huffingtonpost.com/entry/smartphone-brain-plastici_n_6377354.html,,2014-12-24
HEALTHY LIVING,Sprinkle Joy,"Melissa DeCastro, ContributorLawyer, Writer, Freeholder,  Photographer and All Things with Joy",https://www.huffingtonpost.com/entry/sprinkle-joy_b_6376950.html,"Compliments and kind gestures never diminish from our own attributes, but rather heighten an awareness for what we appreciate in others and look for in ourselves.  We may remember an unkind moment in the past, but we always seek kindness in our present.",2014-12-24
HEALTHY LIVING,Ask JJ: Realistic New Year's Resolutions,"JJ Virgin, CNS, CHFS, ContributorCelebrity Nutritionist, Fitness Expert, Author of NY Times Bes...",https://www.huffingtonpost.com/entry/ask-jj-realistic-new-year_b_6377648.html,"Whether your 2015 goal involves fast, lasting fat loss, upgrading your exercise regimen, or feeling better so you can play with your kids or grandkids, you can make big gains implementing these five practical, powerfully effective strategies.",2014-12-24
